"FieldType0","FieldLabel0","FieldOptions0","FieldOptionsScores0","FieldType1","FieldLabel1","FieldOptions1","FieldOptionsScores1","FieldType2","FieldLabel2","FieldOptions2","FieldOptionsScores2","FieldType3","FieldLabel3","FieldOptions3","FieldOptionsScores3","FieldType4","FieldLabel4","FieldOptions4","FieldOptionsScores4","FieldType5","FieldLabel5","FieldOptions5","FieldOptionsScores5","FieldType6","FieldLabel6","FieldOptions6","FieldOptionsScores6","FieldType7","FieldLabel7","FieldOptions7","FieldOptionsScores7","FieldType8","FieldLabel8","FieldOptions8","FieldOptionsScores8","FieldType9","FieldLabel9","FieldOptions9","FieldOptionsScores9","FieldType10","FieldLabel10","FieldOptions10","FieldOptionsScores10","FieldType11","FieldLabel11","FieldOptions11","FieldOptionsScores11","FieldType12","FieldLabel12","FieldOptions12","FieldOptionsScores12","FieldType13","FieldLabel13","FieldOptions13","FieldOptionsScores13","FieldType14","FieldLabel14","FieldOptions14","FieldOptionsScores14","FieldType15","FieldLabel15","FieldOptions15","FieldOptionsScores15","FieldType16","FieldLabel16","FieldOptions16","FieldOptionsScores16","FieldType17","FieldLabel17","FieldOptions17","FieldOptionsScores17","FieldType18","FieldLabel18","FieldOptions18","FieldOptionsScores18","FieldType19","FieldLabel19","FieldOptions19","FieldOptionsScores19","NumberFields","formInfo","formRef","formula","resultUnits","tagLine","title","sections"
"button","Hypertension >160 mmHg systolic","Yes,No","1,0","button","Renal disease Dialysis / transplant / Cr >200 µmol/L","Yes,No","1,0","button","Liver disease Cirrhosis or bilirubin >2x normal + AST/ALT/ALP >3x normal","Yes,No","1,0","button","Stroke Hx","Yes,No","1,0","button","Prior major bleeding or predisposition to bleeding","Yes,No","1,0","button","Labile INR Unstable/high INRs, time in therapeutic range <60%","Yes,No","1,0","button","Age >65","Yes,No","1,0","button","Medication predisposing to bleeding Aspirin, Clopidogrel, NSAIDs","Yes,No","1,0","button","Alcohol use ≥8 drinks/week","Yes,No","1,0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","9","HAS-BLEDScoreinfo","Pisters R, Lane DA, Nieuwlaat R, De Vos CB, Crijns HJ, Lip GY.$$A novel user-friendly score (HAS-BLED) to assess 1-year risk of major bleeding in patients with atrial fibrillation: the Euro Heart Survey. Chest. 2010 Nov 1;138(5):1093-100.$$https://www.sciencedirect.com/science/article/pii/S0012369210605855££Lip GY, Frison L, Halperin JL, Lane DA.$$Comparative validation of a novel risk score for predicting bleeding risk in anticoagulated patients with atrial fibrillation: the HAS-BLED (Hypertension, Abnormal Renal/Liver Function, Stroke, Bleeding History or Predisposition, Labile INR, Elderly, Drugs/Alcohol Concomitantly) score. Journal of the American College of Cardiology. 2011 Jan 11;57(2):173-80.$$https://www.jacc.org/doi/abs/10.1016/j.jacc.2010.09.024","nil","points","Estimates risk of major bleeding for patients on anticoagulation","HAS-BLED Score","All,Cardio,GP"
"button","Immunosuppression: HIV / Immunosuppressive therapy","Yes,No","18,0","button","Temperature","<38.4°C / <101.1°F,38.4-39.4°C / 101.1-102.9°F,>39.4°C / >102.9°F","0,33,49","button","Organomegaly","None,Hepatomegaly or Splenomegaly,Hepatomegaly AND Splenomegaly","0,23,38","button","Number of Cytopenias: Haem ≤92g/L or WBC ≤5 × 10⁹/L or Plt ≤110 × 10⁹/L","1 lineage,2 lineages,3 lineages","0,24,34","button","Ferritin (μg/L or ng/mL)","<2000,2000-6000,>6000","0,35,50","button","Triglyceride","<1.5mmol/L / <132.7mg/dL,1.5-4mmol/L / 132.7-354mg/dL,>4mmol/L / >354mg/dL","0,44,64","button","Fibrinogen",">2.5g/L,>250mg/dL,≤2.5g/L,≤250mg/dL","0,30","button","AST (U/L)","<30,≥30","0,19","button","Haemophagocytosis features on bone marrow aspirate","Yes,No","35,0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","9","HLHinfo","Fardet L, Galicier L, Lambotte O, Marzac C, Aumont C, Chahwan D, Coppo P, Hejblum G$$Development and validation of the HScore, a score for the diagnosis of reactive hemophagocytic syndrome. Arthritis & rheumatology. 2014 Sep;66(9):2613-20$$https://onlinelibrary.wiley.com/doi/pdf/10.1002/art.38690££Debaugnies F, Mahadeb B, Ferster A, Meuleman N, Rozen L, Demulder A, Corazza F$$Performances of the H-score for diagnosis of hemophagocytic lymphohistiocytosis in adult and pediatric patients. American journal of clinical pathology. 2016 Jun 1;145(6):862-70$$https://academic.oup.com/ajcp/article-abstract/145/6/862/2836762","nil","points","Provides probability of reactive haemophagocytic syndrome","HSCORE","All"
"numerical","Calcium","mmol/L","0","numerical","Albumin","g/L","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","2","CALCIUMCORRECTIONHYPOALBUMINinfo","Payne RB, Little AJ, Williams RB, Milner JR$$Interpretation of serum calcium in patients with abnormal serum proteins. Br Med J. 1973 Dec 15;4(5893):643-6$$https://www.bmj.com/content/4/5893/643.abstract","$+0.02 * (40-($$)))","mmol/L","Calculates a corrected calcium level for patients with hypoalbuminemia","HYPOALBUMINEMIA CA CORRECTION","All,CriticalCare,Endo,Gastro"
"button","Sex","Male,Female","1,0","numerical","Age","years","0","numerical","Height","cm","0","numerical","Weight","kg","0","numerical","Sodium","mmol/L","0","numerical","Target Sodium","mmol/L","0","numerical","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","6","HYPONATRAEMIANADEFICIT-ADULTinfo","Adrogu‚àö¬© HJ, Madias NE$$Hyponatremia. New England Journal of Medicine. 2000 May 25;342(21):1581-9.$$https://www.nejm.org/doi/full/10.1056/nejm¬≤00005253422107££Oh MS, Uribarri J, Barrido D, Landman E, Choi KC, Carroll HJ$$Case Report: Danger of Central Pontine Myelinoysis in Hypotonic Dehydration and Recommendation for Treatment. The American journal of the medical sciences. 1989 Jul 1;298(1):41-3.$$https://www.sciencedirect.com/science/article/pii/S0002962915362807££Mohmand HK, Issa D, Ahmad Z, Cappuccio JD, Kouides RW, Sterns RH$$Hypertonic saline for hyponatremia: risk of inadvertent overcorrection. Clinical Journal of the American Society of Nephrology. 2007 Nov 1;2(6):1110-7.$$https://journals.lww.com/cjasn/fulltext/2007/11000/hypertonic_saline_for_hyponatremia__risk_of.7.aspx","HYPONA-ADULT","mmol/L","Calculates sodium quantity deficit in hyponatraemia for adults","HYPONATRAEMIA NA DEFICIT - ADULT","All,Endo"
"numerical","Weight","kg","0","numerical","Sodium","mmol/L","0","numerical","Target Sodium","mmol/L","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","3","HYPONATRAEMIANADEFICIT-CHILDinfo","Adrogu‚àö¬© HJ, Madias NE$$Hyponatremia. New England Journal of Medicine. 2000 May 25;342(21):1581-9.$$https://www.nejm.org/doi/full/10.1056/nejm¬≤00005253422107££Oh MS, Uribarri J, Barrido D, Landman E, Choi KC, Carroll HJ$$Case Report: Danger of Central Pontine Myelinoysis in Hypotonic Dehydration and Recommendation for Treatment. The American journal of the medical sciences. 1989 Jul 1;298(1):41-3.$$https://www.sciencedirect.com/science/article/pii/S0002962915362807££Mohmand HK, Issa D, Ahmad Z, Cappuccio JD, Kouides RW, Sterns RH$$Hypertonic saline for hyponatremia: risk of inadvertent overcorrection. Clinical Journal of the American Society of Nephrology. 2007 Nov 1;2(6):1110-7.$$https://journals.lww.com/cjasn/fulltext/2007/11000/hypertonic_saline_for_hyponatremia__risk_of.7.aspx","HYPONA-CHILD","mmol/L","Calculates sodium quantity deficit in hyponatraemia for children","HYPONATRAEMIA NA DEFICIT - CHILD","All,Endo,Paeds"
"button","Sex","Male,Female","50,45.5","numerical","Height: min 153cm","cm","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","2","IDEALBODYWEIGHTinfo","Devine BJ.$$Gentamicin therapy. Drug Intell. Clin. Pharm. 1974; 8:650-5.$$@££Pai MP, Paloucek FP.$$The origin of the ‚Äö√Ñ√∫ideal‚Äö√Ñ√π body weight equations. Annals of Pharmacotherapy. 2000 Sep;34(9):1066-9.$$https://journals.sagepub.com/doi/pdf/10.1345/aph.19381","$ + 2.3 * ( ($$/2.54) - 60 ))","kg","Calculates ideal body weight using Devine formula","BODY WEIGHT - IDEAL","All,CriticalCare,Gastro,GP"
"button","Platelet count × 10⁹/L","≥100,50-99,<50","0,1,2","button","Elevated levels of a fibrin-related marker (e.g. D-dimer, fibrin degradation products)","No increase,Moderate increase,Severe increase","0,2,3","button","Prolonged PT (secs)","<3,3-5,≥6","0,1,2","button","Fibrinogen level (g/L)","≥1,<1","0,1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","4","ISTHCRITERIAinfo","Taylor Jr FB, Toh CH, Hoots KW, Wada H, Levi M.$$Towards definition, clinical and laboratory criteria, and a scoring system for disseminated intravascular coagulation. Thrombosis and haemostasis. 2001;86(11):1327-30.$$https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0037-1616068££Toh CH, Hoots WK, ISTH T.$$The scoring system of the Scientific and Standardisation Committee on Disseminated Intravascular Coagulation of the International Society on Thrombosis and Haemostasis: a 5‚Äö√Ñ√™year overview. Journal of Thrombosis and Haemostasis. 2007 Mar 1;5(3):604-6.$$https://www.sciencedirect.com/science/article/pii/S153878362210108X££Bakhtiari K, Meijers JC, de Jonge E, Levi M.$$Prospective validation of the International Society of Thrombosis and Haemostasis scoring system for disseminated intravascular coagulation. Critical care medicine. 2004 Dec 1;32(12):2416-21.$$https://journals.lww.com/ccmjournal/Fulltext/2004/12000/Sensitivity_of_routine_intensive_care_unit.8.aspx","nil","points","Criteria for overt Disseminated Intravascular Coagulation (DIC)","ISTH CRITERIA","All,CriticalCare,Emergency,Haem"
"button","Fever for ≥5 days","Yes,No,Day 4 of illness","1,0,2","button","Acute change in extremities: Erythema of palms and soles, or oedema of hands and feet","Yes,No","1,0","button","Subacute change in extremities: Periungual peeling of fingers and toes in weeks 2 and 3","Yes,No","1,0","button","Polymorphous exanthem","Yes,No","1,0","button","Bilateral bulbar conjunctival injection without exudate","Yes,No","1,0","button","Changes in lips and oral cavity: Erythema, lips cracking, strawberry tongue, diffuse injection of oral/pharyngeal mucosae","Yes,No","1,0","button","Cervical lymphadenopathy: >1.5 cm diameter, usually unilateral","Yes,No","1,0","button","Coronary artery disease detected by 2D echo or coronary angiogram","Yes,No","1,0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","8","KAWASAKIDISEASECRITERIAinfo","Hao S, Jin B, Tan Z, Li Z, Ji J, Hu G, Wang Y, Deng X, Kanegaye JT, Tremoulet AH, Burns JC$$A classification tool for differentiation of Kawasaki disease from other febrile illnesses. The Journal of pediatrics. 2016 Sep 1;176:114-20$$https://www.sciencedirect.com/science/article/pii/S0022347616303341££Newburger JW, Takahashi M, Gerber MA, Gewitz MH, Tani LY, Burns JC, Shulman ST, Bolger AF, Ferrieri P, Baltimore RS, Wilson WR$$Diagnosis, treatment, and long-term management of Kawasaki disease: a statement for health professionals from the Committee on Rheumatic Fever, Endocarditis and Kawasaki Disease, Council on Cardiovascular Disease in the Young, American Heart Association. Circulation. 2004 Oct 26;110(17):2747-71$$https://www.ahajournals.org/doi/abs/10.1161/01.CIR.0000145143.19711.78","KAWASAKI","points","Diagnoses Kawasaki Disease","KAWASAKI DISEASE CRITERIA","All,GP,Paeds"
"button","eGFR (mL/min/1.73m²)","10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59","-35,-30,-25,-20,-15,-10,-5,0,5,10","button","Sex","Male,Female","-2,0","button","Urine Albumin to Urine Creatinine ratio (mg/g)","<30,30-300,>300","0,-14,-22","button","Age (years)","<30,30-39,40-49,50-59,60-69,70-79,80-89,≥90","-4,-2,0,2,4,6,8,10","button","Serum Albumin","≤25g/L / ≤2.5g/dL,26-30g/L / 2.6-3.0g/dL,31-35g/L /  3.1-3.5g/dL,≥36g/L / ≥3.6g/dL","-5,0,-3,-5","button","Serum Phosphorus","≤1.13mmol/L / ≤3.5mg/dL,1.13-1.45mmol/L / 3.5-4.5mg/dL,1.46-1.78mmol/L / 4.6-5.5mg/dL,≥1.79mmol/L / ≥5.6mg/dL","3,0,-3,-5","button","Serum Bicarbonate: mmol/L = mEq/L","≤17mmol/L,18-22mmol/L,23-25mmol/L,≥26mmol/L","-7,-4,-1,0","button","Serum Calcium","≤2.12mmol/L / ≤8.5mg/dL,2.13-2.37mmol/L / 8.6-8.9mg/dL,≥2.38mmol/L / ≥9.6mg/dL","-3,0,2","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","8","KIDNEYFAILUREinfo","Tangri N, Grams ME, Levey AS, Coresh J, Appel LJ, Astor BC, Chodick G, Collins AJ, Djurdjev O, Elley CR, Evans M$$Multinational assessment of accuracy of equations for predicting risk of kidney failure: a meta-analysis. Jama. 2016 Jan 12;315(2):164-74$$https://jamanetwork.com/journals/jama/article-abstract/2481005££Tangri N, Stevens LA, Griffith J, Tighiouart H, Djurdjev O, Naimark D, Levin A, Levey AS$$A predictive model for progression of chronic kidney disease to kidney failure. Jama. 2011 Apr 20;305(15):1553-9$$https://jamanetwork.com/journals/jama/article-abstract/897102££Dai D, Alvarez PJ, Woods SD$$A predictive model for progression of chronic kidney disease to kidney failure using a large administrative claims database. ClinicoEconomics and Outcomes Research. 2021 Jun 4:475-86$$https://www.tandfonline.com/doi/abs/10.2147/CEOR.S313857","nil","points","Predicts progression to kidney failure in patients with CKD","KIDNEY FAILURE RISK","All,Renal"
"button","Confusion","Yes,No","1,0","button","Arterial pH < 7.30","Yes,No","1,0","button","INR > 6.5 (PT > 100 sec)","Yes,No","1,0","button","Creatinine > 300 µmol/L","Yes,No","1,0","null","Grade III or IV hepatic encephalopathy","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","4","KINGSCRITERIAinfo","O'Grady JG, Alexander GJ, Hayllar KM, Williams R.$$Early indicators of prognosis in fulminant hepatic failure. Gastroenterology. 1989 Aug 1;97(2):439-45.$$https://www.sciencedirect.com/science/article/pii/0016508589900814££Bailey B, Amre DK, Gaudreault P.$$Fulminant hepatic failure secondary to acetaminophen poisoning: a systematic review and meta-analysis of prognostic criteria determining the need for liver transplantation. Critical care medicine. 2003 Jan 1;31(1):299-305.$$https://journals.lww.com/ccmjournal/Fulltext/2003/01000/Fulminant_hepatic_failure_secondary_to.48.aspx","nil","points","Paracetamol toxicity - recommends immediate referred for liver transplant","KING'S CRITERIA","All,CriticalCare,Emergency,Gastro"
"button","Non weight-bearing","Yes,No","1,0","button","Temp > 38.5°C / 101.3°F","Yes,No","1,0","button","ESR > 40mm/hr","Yes,No","1,0","button","WBC ≥12 x 10⁹/L","Yes,No","1,0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","4","KOCHERCRITERIAinfo","Kocher MS, Zurakowski D, Kasser JR$$Differentiating between septic arthritis and transient synovitis of the hip in children: an evidence-based clinical prediction algorithm. JBJS. 1999 Dec 1;81(12):1662-70$$https://journals.lww.com/jbjsjournal/fulltext/1999/12000/Differentiating_Between_Septic_Arthritis_and.2.aspx££Kocher MS, Mandiga R, Zurakowski D, Barnewolt C, Kasser JR$$Validation of a clinical prediction rule for the differentiation between septic arthritis and transient synovitis of the hip in children. JBJS. 2004 Aug 1;86(8):1629-35$$https://journals.lww.com/jbjsjournal/fulltext/2004/08000/validation_of_a_clinical_prediction_rule_for_the.5.aspx££Sultan J, Hughes PJ$$Septic arthritis or transient synovitis of the hip in children: the value of clinical prediction algorithms. The Journal of Bone & Joint Surgery British Volume. 2010 Sep 1;92(9):1289-93$$https://boneandjoint.org.uk/article/10.1302/0301-620x.92b9.24286","nil","points","Distinguishes septic arthritis from transient synovitis in a child with hip pain / limping","KOCHER CRITERIA","All,MSK,Paeds"
"numerical","Serum total protein","g/L","0","numerical","Pleural fluid protein","g/L","0","numerical","Serum LDH","U/L","0","numerical","Pleural fluid LDH","U/L","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","4","LIGHT'SCRITERIAinfo","Light RW, Erozan YS, Ball WC.$$Cells in pleural fluid: their value in differential diagnosis. Archives of internal medicine. 1973 Dec 1;132(6):854-60.$$https://jamanetwork.com/journals/jamainternalmedicine/article-abstract/582207££Light RW.$$The Light criteria: the beginning and why they are useful 40 years later. Clinics in chest medicine. 2013 Mar 1;34(1):21-6.$$https://www.chestmed.theclinics.com/article/S0272-5231(12)00124-4/abstract££Light RW.$$Clinical practice. Pleural effusion. The New England journal of medicine. 2002;346:1971-7.$$https://cir.nii.ac.jp/crid/1572824501222054656","LC","%","Light's Criteria to help determine if pleural fluid is exudative or transudative","LIGHT'S CRITERIA","All,CriticalCare,Resp"
"numerical","Age","years","0","numerical","Albumin","g/dL","0","numerical","Bilirubin (initial)","mg/dL","0","numerical","Bilirubin (day 7)","mg/dL","0","numerical","Creatinine","mg/dL","0","numerical","Prothrombin time","secs","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","6","LILLEMODELinfo","Louvet A, Naveau S, Abdelnour M, Ramond MJ, Diaz E, Fartoux L, Dharancy S, Texier F, Hollebecque A, Serfaty L, Boleslawski E$$The Lille model: a new tool for therapeutic strategy in patients with severe alcoholic hepatitis treated with steroids. Hepatology. 2007 Jun;45(6):1348-54$$https://aasldpubs.onlinelibrary.wiley.com/doi/pdf/10.1002/hep.21607££Sandahl TD, Jepsen P, Ott P, Vilstrup H$$Validation of prognostic scores for clinical use in patients with alcoholic hepatitis. Scandinavian journal of gastroenterology. 2011 Sep 1;46(9):1127-32$$https://www.tandfonline.com/doi/abs/10.3109/00365521.2011.587200££Thursz M, Gual A, Lackner C, Mathurin P, Moreno C, Spahr L, Sterneck M, Cortez-Pinto H$$EASL Clinical Practice Guidelines: Management of alcohol-related liver disease. Journal of hepatology. 2018 Jul 1;69(1):154-81$$https://www.sciencedirect.com/science/article/pii/S0168827818302149","LILLE","points","Predicts mortality in patients with Alcoholic Hepatitis not responding to steroid therapy","LILLE MODEL","All,Gastro"
"button","CRP (mg/dL)","<15,≥15","0,4","button","WBC (× 10⁹/L)","<15,15-25,>25","0,1,2","button","Haemoglobin (g/L)",">13.5,11-13.5,<11","0,1,2","button","Sodium (mmol/L)","≥135,<135","0,2","button","Creatinine","≤141 µmol/L / ≤1.6 mg/dL,>141 µmol/L / >1.6 mg/dL","0,2","button","Glucose","≤10 mmol/L / ≤180 mg/dL,>10 mmol/L / >180 mg/dL","0,1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","6","LRINECinfo","Wong CH, Khin LW, Heng KS, Tan KC, Low CO$$The LRINEC (Laboratory Risk Indicator for Necrotizing Fasciitis) score: a tool for distinguishing necrotizing fasciitis from other soft tissue infections. Critical care medicine. 2004 Jul 1;32(7):1535-41$$https://journals.lww.com/ccmjournal/fulltext/2004/07000/Effect_of_prophylactic_administration_of.11.aspx££Bechar J, Sepehripour S, Hardwicke J, Filobbos G$$Laboratory risk indicator for necrotising fasciitis (LRINEC) score for the assessment of early necrotising fasciitis: a systematic review of the literature. The Annals of The Royal College of Surgeons of England. 2017 May;99(5):341-6$$https://publishing.rcseng.ac.uk/doi/abs/10.1308/rcsann.2017.0053££Neeki MM, Dong F, Au C, Toy J, Khoshab N, Lee C, Kwong E, Yuen HW, Lee J, Ayvazian A, Lux P$$Evaluating the laboratory risk indicator to differentiate cellulitis from necrotizing fasciitis in the emergency department. Western Journal of Emergency Medicine. 2017 Jun;18(4):684$$https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5468074/££Fernando SM, Tran A, Cheng W, Rochwerg B, Kyeremanteng K, Seely AJ, Inaba K, Perry JJ$$Necrotizing soft tissue infection: diagnostic accuracy of physical examination, imaging, and LRINEC score: a systematic review and meta-analysis. Annals of surgery. 2019 Jan 1;269(1):58-65$$https://journals.lww.com/annalsofsurgery/FullText/2019/01000/Necrotizing_Soft_Tissue_Infection__Diagnostic.15.aspx","nil","points","predicts likelihood of necrotising fasciitis","LRINEC SCORE","All,Emergency,MSK"
"numerical","Bilirubin","µmol/L","0","numerical","Prothrombin time","secs","0","numerical","Prothrombin time (control)","secs","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","3","MADDREY'Sinfo","Maddrey WC, Boitnott JK, Bedine MS, Weber Jr FL, Mezey E, White Jr RI.$$Corticosteroid therapy of alcoholic hepatitis. Gastroenterology. 1978 Aug 1;75(2):193-9.$$https://www.sciencedirect.com/science/article/pii/0016508578904018££Soultati AS, Dourakis SP, Alexopoulou A, Deutsch M, Vasilieva L, Archimandritis AJ.$$Predicting utility of a model for end stage liver disease in alcoholic liver disease. World Journal of Gastroenterology: WJG. 2006 Jul 7;12(25):4020.$$https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4087713/","$*0.05847+(4.6*($$-$$)))","points","Maddrey's Discriminant Function for Alcoholic Hepatitis: patients with alcoholic hepatitis that may have a poor prognosis and benefit from steroid treatment","MADDREY'S","All,Gastro"
"button","Felt low in spirits or sad?","At no time,Some of the time,Slightly less than half of the time,Slightly more than half of the time,Most of the time,All the time","0,1,2,3,4,5","button","Lost interest in daily activities?","At no time,Some of the time,Slightly less than half of the time,Slightly more than half of the time,Most of the time,All the time","0,1,2,3,4,5","button","Felt lacking in energy and strength?","At no time,Some of the time,Slightly less than half of the time,Slightly more than half of the time,Most of the time,All the time","0,1,2,3,4,5","button","Felt less self-confident?","At no time,Some of the time,Slightly less than half of the time,Slightly more than half of the time,Most of the time,All the time","0,1,2,3,4,5","button","Had a bad conscience or feelings of guilt?","At no time,Some of the time,Slightly less than half of the time,Slightly more than half of the time,Most of the time,All the time","0,1,2,3,4,5","button","Felt that life wasn't worth living?","At no time,Some of the time,Slightly less than half of the time,Slightly more than half of the time,Most of the time,All the time","0,1,2,3,4,5","button","Had difficulty in concentrating?","At no time,Some of the time,Slightly less than half of the time,Slightly more than half of the time,Most of the time,All the time","0,1,2,3,4,5","button","Felt very restless?","At no time,Some of the time,Slightly less than half of the time,Slightly more than half of the time,Most of the time,All the time","0,1,2,3,4,5","button","Felt subdued or slowed down?","At no time,Some of the time,Slightly less than half of the time,Slightly more than half of the time,Most of the time,All the time","0,1,2,3,4,5","button","Had trouble sleeping at night?","At no time,Some of the time,Slightly less than half of the time,Slightly more than half of the time,Most of the time,All the time","0,1,2,3,4,5","button","Suffered from reduced appetite?","At no time,Some of the time,Slightly less than half of the time,Slightly more than half of the time,Most of the time,All the time","0,1,2,3,4,5","button","Suffered from increased appetite?","At no time,Some of the time,Slightly less than half of the time,Slightly more than half of the time,Most of the time,All the time","0,1,2,3,4,5","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","12","MDIinfo","Bech P, Rasmussen NA, Olsen LR, Noerholm V, Abildgaard W$$The sensitivity and specificity of the Major Depression Inventory, using the Present State Examination as the index of diagnostic validity. Journal of affective disorders. 2001 Oct 1;66(2-3):159-64$$https://www.sciencedirect.com/science/article/pii/S0165032700003098££Olsen LR, Jensen DV, Noerholm V, Martiny K, Bech P$$The internal and external validity of the Major Depression Inventory in measuring severity of depressive states. Psychological medicine. 2003 Feb;33(2):351-6$$https://www.cambridge.org/core/journals/psychological-medicine/article/internal-and-external-validity-of-the-major-depression-inventory-in-measuring-severity-of-depressive-states/32712B3B5D8F71BA42FE4EC563CB3F95","MDI","points","Screens for depression and rates severity","MAJOR DEPRESSION INDEX","All,Psych,GP"
"numerical","Systolic BP","mmHg","0","numerical","Diastolic BP","mmHg","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","2","MAPinfo","Magder SA.$$The highs and lows of blood pressure: toward meaningful clinical targets in patients with shock. Critical care medicine. 2014 May 1;42(5):1241-51.$$https://journals.lww.com/ccmjournal/Fulltext/2014/05000/The_Highs_and_Lows_of_Blood_Pressure__Toward.26.aspx££Sesso HD, Stampfer MJ, Rosner B, Hennekens CH, Gaziano JM, Manson JE, Glynn RJ.$$Systolic and diastolic blood pressure, pulse pressure, and mean arterial pressure as predictors of cardiovascular disease risk in men. Hypertension. 2000 Nov;36(5):801-7.$$https://www.ahajournals.org/doi/abs/10.1161/01.hyp.36.5.801££Walsh M, Devereaux PJ, Garg AX, Kurz A, Turan A, Rodseth RN, Cywinski J, Thabane L, Sessler DI.$$Relationship between intraoperative mean arterial pressure and clinical outcomes after noncardiac surgery: toward an empirical definition of hypotension. Anesthesiology. 2013 Sep 1;119(3):507-15.$$https://pubs.asahq.org/anesthesiology/article-abstract/119/3/507/11632","$/3 + (($$*2)/3))","mmHg","Calculates mean arterial pressure","MAP","All,Cardio,CriticalCare,Emergency"
